Export Page Cols:,O2,O3,O4,Temp Adj ROI,Temp Adj ROI SD,Temp Adj Max,Temp Adj Max SD,Max eV,Max eV SD,Energy (mJ),Energy (mJ) SD,Energy Adjusted Max,Lineout Integrated,Lineout Integrated SD,,,,,,,,,,,,,,,,,,,,,22.3930474,0.24,192.8794427,0.24,,,,,,,,,0.00655355,,,,,,,,,,,,,NORMALIZED ENERGY,NORMALIZED FLUX
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0.00,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SN,Temp (C),TimeStamp,Mean ROI,Max ROI,Energy,BG Subtracted Value,BG Raw Value,Integrated under Lineout,TL Motor SN,TL Foc,TL Trans,Energy SN,Energy (J),Centroid SRSI,,Dazz SN,Delay,Ordern 2,Order 3,Order 4,,,,,,Temp,Standard Dev (SD),ROI Mean,Standard Dev (SD),ROI Max,Standard Dev (SD),MeV at Max,Standard Dev (SD),BG Side Mean,Standard Dev (SD),BG Side Mean Raw,Standard Dev (SD),Integral Under Lineout,Standard Dev (SD),Standard Dev (SD),Standard Dev (SD),TFoc (mm),Standard Dev (SD),TTrans (mm),Standard Dev (SD),"Energy (mJ, uncal)",Standard Dev (SD),Del,Standard Dev (SD),O2,Standard Dev (SD),O3,Standard Dev (SD),O4,Standard Dev (SD),Reps per setting,Centroid SRSI,Centroid SRSI SD,,
,176214,77,16:03:55,23.48886652,60.04759048,0.69845,32.71240952,203.1988095,54100.13087,176214,18.44997668,2.399982509,176214,0.004808183329,805.031712,,176214,4400,35100,-5000,-5350000,,,,,51,76,0,14.5416,5.05987,41.3472,10.703,0.640017,0.0318264,30.3288,0.08,200.815,8.01E-02,33489.7,11655.8,176012,1.41421,18.45,0.00E+00,2.39998,0.00E+00,0.00494577,0.000175741,4400,0,3.48E+04,0,-1.00E+03,0,-5.05E+06,0,5,802.391,0.321173,0.7546703695,54.78842376
,176213,77,16:03:53,12.41810079,37.23351746,0.579898,32.94648254,203.4328825,28596.44071,176213,18.44997668,2.399982509,176213,0.004862191979,805.3878566,,176213,4400,35100,-5000,-5350000,,,,,52,76,0,23.9921,7.11038,58.63,13.441,0.870389,0.1842,30.31,0.12,200.796,1.21E-01,55260.5,16379.7,176007,1.41421,18.45,0.00E+00,2.39998,0.00E+00,0.00191916,4.88E-05,4400,0,3.53E+04,0,-9.00E+03,0,-4.45E+06,0,5,805.34,0.315644,0.2928428104,200.2097983
,176212,77,16:03:50,43.63348571,95.19070794,0.965458,33.08929206,203.5756921,100509.2204,176212,18.44997668,2.399982509,176212,0.004799572392,805.3682274,,176212,4400,35100,-5000,-5350000,,,,,53,76,0,29.7958,14.9595,70.5028,28.9223,0.836654,0.186237,30.2132,0.14,200.7,1.41E-01,68631.2,34463.6,176002,1.41421,18.45,0,2.39998,0,0.00369735,9.70E-05,4400,0,3.45E+04,0,-9.00E+03,0,-4.15E+06,0,5,805.768,0.171353,0.5641751417,124.9661582
,176211,77,16:03:48,16.01022569,47.77944444,0.955058,32.66055556,203.1469556,36871.91056,176211,18.44997668,2.399982509,176211,0.004940329725,805.6787913,,176211,4400,35100,-5000,-5350000,,,,,54,76,0,30.1168,12.4058,71.4293,23.6426,0.863901,0.198375,30.2307,0.09,200.717,9.23E-02,69369.8,28579.6,175997,1.41421,18.45,0,2.39998,0,0.00218616,5.72E-05,4400,0,3.52E+04,0,-5.00E+03,0,-4.45E+06,0,5,803.84,0.169674,0.333584088,214.1268201
,176210,77,16:03:45,12.20474911,36.55889841,0.6053,32.84110159,203.3275016,28105.34304,176210,18.44997668,2.399982509,176210,0.004561395713,805.2343727,,176210,4400,35100,-5000,-5350000,,,,,55,76,0,25.3948,7.99207,65.1901,15.986,0.700961,0.155945,30.0419,0.09,200.528,8.91E-02,58492,18411.5,175992,1.41421,18.45,0,2.39998,0,0.00634651,0.000162447,4400,0,3.46E+04,0,1.50E+04,0,-4.15E+06,0,5,800.151,0.284558,0.9684079621,67.31677408
,176209,77,16:03:43,46.29287059,103.7198063,0.981178,32.90019365,203.3865937,106635.814,176209,18.44997668,2.399982509,176209,0.002905189878,805.8120974,,176209,4400,34700,-9000,-4150000,,,,,56,76,0,39.8271,5.33335,88.3565,11.0839,1.03388,0.107702,30.0675,0.06,200.554,6.01E-02,91739.5,12286.9,175987,1.41421,18.45,0.00E+00,2.39998,0.00E+00,0.00359141,0.000125615,4400,0,3.52E+04,0,-1.00E+03,0,-4.75E+06,0,5,800.281,0.264299,0.5480098573,161.2315889
,176208,77,16:03:40,31.69464683,76.46395238,0.93445,33.01604762,203.5024476,73005.09233,176208,18.44997668,2.399982509,176208,0.002783986331,807.0774062,,176208,4400,34700,-9000,-4150000,,,,,57,76,0,28.0497,11.087,70.2036,21.8747,0.936442,0.179091,30.0284,0.10,200.515,1.02E-01,64608.4,25542.1,175982,1.41421,18.45,0,2.39998,0,0.00459024,0.000120538,4400,0,3.53E+04,0,-1.00E+03,0,-5.35E+06,0,5,801.745,0.249578,0.7004203828,100.2306639
,176207,77,16:03:38,52.91138884,120.0056857,1.007698,33.11431429,203.6007143,121881.3542,176207,18.44997668,2.399982509,176207,0.002916828544,807.3396128,,176207,4400,34700,-9000,-4150000,,,,,58,76,0,38.7487,15.8012,84.5188,29.1135,0.882826,0.173309,29.9892,0.15,200.476,1.54E-01,89256.1,36401.6,175977,1.41421,18.45,0,2.39998,0,0.00395187,7.38E-05,4400,0,3.50E+04,0,-1.30E+04,0,-5.05E+06,0,5,804.199,0.329541,0.6030121079,140.1610331
,176206,77,16:03:35,32.53545055,77.44443492,0.929338,32.83556508,203.3219651,74941.53362,176206,18.44997668,2.399982509,176206,0.002872353902,807.4264929,,176206,4400,34700,-9000,-4150000,,,,,59,76,0,28.0929,11.1853,67.9695,21.4737,0.793351,0.208484,29.9225,0.09,200.409,8.86E-02,64707.8,25767.9,175972,1.41421,18.45,0,2.39998,0,0.00224794,6.95E-05,4400,0,3.51E+04,0,-5.00E+03,0,-4.15E+06,0,5,804.356,0.167922,0.3430110398,198.1554297
,176205,77,16:03:33,29.611962,69.79003492,0.629348,32.80996508,203.2963651,68206.77042,176205,18.44997668,2.399982509,176205,0.002960400806,806.967379,,176205,4400,34700,-9000,-4150000,,,,,60,76,0,28.5049,13.3766,66.8341,24.6016,0.754586,0.194321,29.8019,0.05,200.288,5.05E-02,65656.5,30815.1,175967,1.41421,18.45,0.00E+00,2.39998,0.00E+00,0.00432877,5.57E-05,4400,0,3.52E+04,0,1.90E+04,0,-4.15E+06,0,5,804.536,0.182867,0.6605229227,101.1836194
,176204,77,16:03:30,34.83903199,77.17393651,0.981178,33.04606349,203.5324635,80249.74578,176204,18.44997668,2.399982509,176204,0.002635206644,807.0419333,,176204,4400,35400,-9000,-5050000,,,,,61,76,0,25.7398,7.56078,60.5447,14.9963,0.832464,0.213512,29.6673,0.13,200.154,1.29E-01,59286.8,17418,175962,1.41421,18.45,0,2.39998,0,0.00597711,0.000246509,4400,0,3.51E+04,0,2.70E+04,0,-5.35E+06,0,5,799.932,0.233635,0.9120415653,66.38370696
,176203,77,16:03:28,33.6829495,78.59716825,1.034618,32.94283175,203.4292317,77584.73849,176203,18.44997668,2.399982509,176203,0.002582483136,807.4588262,,176203,4400,35400,-9000,-5050000,,,,,62,76,0,28.1121,11.1272,66.6298,20.6268,0.787163,0.209239,29.7102,0.13,200.197,1.33E-01,64753.1,25634.1,175957,1.41421,18.45,0,2.39998,0,0.00448413,0.000273861,4400,0,3.46E+04,0,-9.00E+03,0,-4.75E+06,0,5,799.988,0.227504,0.6842291582,97.37936362
,176202,77,16:03:25,45.19799201,90.97284444,1.169402,32.82715556,203.3135556,104110.4208,176202,18.44997668,2.399982509,176202,0.002610010644,806.7451941,,176202,4400,35400,-9000,-5050000,,,,,63,76,0,8.25959,2.94981,29.2,8.76757,0.577335,0.0406437,29.608,0.10,200.094,9.69E-02,19017.9,6795.56,175952,1.41421,18.45,0.00E+00,2.39998,0.00E+00,0.00509842,0.000158542,4400,0,3.45E+04,0,1.10E+04,0,-5.35E+06,0,5,800.886,0.282688,0.7779630887,37.53391443
,176201,77,16:03:23,40.06637743,84.26617778,1.092452,32.73382222,203.2202222,92289.36742,176201,18.44997668,2.399982509,176201,0.002564292213,806.2879923,,176201,4400,35400,-9000,-5050000,,,,,64,76,0,34.8642,8.4621,78.353,14.8229,0.893665,0.164602,29.631,0.07,200.117,7.34E-02,80307.2,19493.9,175947,1.41421,18.45,0.00E+00,2.39998,0.00E+00,0.00632232,0.000246008,4400,0,3.48E+04,0,1.90E+04,0,-4.45E+06,0,5,802.238,0.277364,0.9647168329,81.21865125
,176200,77,16:03:20,49.47556225,109.1596508,0.840058,32.72034921,203.2067492,113968.1058,176200,18.44997668,2.399982509,176200,0.002667896256,809.1266548,,176200,4400,35400,-9000,-5050000,,,,,65,76,0,12.8883,5.11334,37.9551,12.4989,0.582758,0.0893883,29.4729,0.15,199.959,1.51E-01,29681.1,11779.6,175942,1.41421,18.45,0,2.39998,0,0.00483379,9.14E-05,4400,0,3.47E+04,0,1.10E+04,0,-5.05E+06,0,5,803.022,0.220363,0.7375834471,51.45871989
,176199,77,16:03:18,43.38733264,100.5080444,1.023802,32.59195556,203.0783556,99943.46636,176199,18.44997668,2.399982509,176199,0.00204405167,809.2695531,,176199,4400,35300,-21000,-4450000,,,,,66,76,0,14.567,4.30288,40.8925,9.59947,0.67806,0.158524,29.4515,0.05,199.938,5.03E-02,33548.2,9912.35,175937,1.41421,18.45,0,2.39998,0,0.00520324,0.000173253,4400,0,3.49E+04,0,-5.00E+03,0,-5.35E+06,0,5,805.445,0.168919,0.7939574734,51.50464775
,176198,77,16:03:15,13.07639782,38.06879365,0.509522,32.77120635,203.2576063,30113.10178,176198,18.44997668,2.399982509,176198,0.002227875962,809.4196125,,176198,4400,35300,-21000,-4450000,,,,,67,76,0,11.5993,5.1919,33.956,11.224,0.584756,0.0428334,29.356,0.12,199.842,1.18E-01,26711.8,11960.7,175932,1.41421,18.45,0,2.39998,0,0.00512979,5.53E-05,4400,0,3.45E+04,0,1.50E+04,0,-5.35E+06,0,5,799.601,0.280056,0.7827498074,43.38040033
,176197,77,16:03:13,22.71197321,59.8611746,0.629348,32.5188254,203.0052254,52311.50511,176197,18.44997668,2.399982509,176197,0.001916551622,809.5328108,,176197,4400,35300,-21000,-4450000,,,,,68,75.8,0.4,30.389,6.83274,73.6547,11.4101,0.823814,0.197474,29.3253,0.07,199.812,7.00E-02,69997.7,15741.2,175927,1.41421,18.45,0,2.39998,0,0.00313648,5.25E-05,4400,0,3.54E+04,0,1.10E+04,0,-4.45E+06,0,5,799.584,0.295009,0.4785925186,153.8985612
,176196,77,16:03:10,23.02234067,57.03973651,0.631378,32.66026349,203.1466635,53027.35318,176196,18.44997668,2.399982509,176196,0.002078247586,809.0210456,,176196,4400,35300,-21000,-4450000,,,,,69,75,0,34.2741,4.65896,78.616,10.4451,0.885848,0.182483,29.284,0.12,199.77,1.16E-01,78947.4,10732.5,175922,1.41421,18.45,0,2.39998,0,0.0035111,0.000108411,4400,0,3.53E+04,0,3.00E+03,0,-4.75E+06,0,5,800.765,0.239585,0.5357554303,146.7385967
,176195,77,16:03:08,16.34123299,44.82742222,0.603322,32.65257778,203.1389778,37633.57338,176195,18.44997668,2.399982509,176195,0.002089353075,809.421493,,176195,4400,35300,-21000,-4450000,,,,,70,75,0,28.7654,8.16175,69.5933,15.5352,0.834629,0.19716,29.1507,0.11,199.637,1.14E-01,66256.6,18802.2,175917,1.41421,18.45,0,2.39998,0,0.00193411,7.42E-05,4400,0,3.53E+04,0,-1.30E+04,0,-4.75E+06,0,5,800.993,0.231348,0.2951240168,235.8103578
,176194,77,16:03:05,24.69121042,60.04831111,0.67705,32.63168889,203.1180889,56870.30049,176194,18.44997668,2.399982509,176194,0.00319020131,809.4798816,,176194,4400,35300,-9000,-5050000,,,,,71,75,0,20.5341,14.27,52.4719,28.9274,0.71236,0.231103,29.0721,0.07,199.559,6.95E-02,47294.8,32874.4,175912,1.41421,18.45,0,2.39998,0,0.00632475,7.24E-05,4400,0,3.44E+04,0,1.90E+04,0,-4.15E+06,0,5,802.353,0.20683,0.9650876243,54.37008898
,176193,77,16:03:03,34.64431741,82.45444762,0.939578,32.62555238,203.1119524,79799.73287,176193,18.44997668,2.399982509,176193,0.003242848133,808.3613769,,176193,4400,35300,-9000,-5050000,,,,,72,75,0,14.6437,4.23238,41.5128,8.82864,0.697008,0.1476,28.9472,0.10,199.434,9.64E-02,33724.8,9750.14,175907,1.41421,18.45,0,2.39998,0,0.00554118,8.89E-05,4400,0,3.49E+04,0,2.70E+04,0,-5.35E+06,0,5,806.753,0.194432,0.8455234186,49.09716169
,176192,77,16:03:00,14.91080496,42.98833968,0.651898,32.63166032,203.1180603,34339.18629,176192,18.44997668,2.399982509,176192,0.003210707531,807.9029611,,176192,4400,35300,-9000,-5050000,,,,,73,75,0,26.3331,6.17745,65.1843,14.4725,0.805341,0.160178,28.9157,0.02,199.402,2.19E-02,60653.3,14230.6,175902,1.41421,18.45,0,2.39998,0,0.00637544,0.000214746,4400,0,3.48E+04,0,2.70E+04,0,-4.15E+06,0,5,799.31,0.223449,0.9728223635,67.00534697
,176191,77,16:02:58,18.66034082,53.11512381,0.952468,32.54487619,203.0312762,42977.18013,176191,18.44997668,2.399982509,176191,0.00326261356,807.7823685,,176191,4400,35300,-9000,-5050000,,,,,74,75,0,17.403,3.48717,46.2826,7.77403,0.743942,0.164978,28.9414,0.07,199.428,7.07E-02,40082,8033.33,175897,1.41421,18.45,0,2.39998,0,0.00432771,0.000148555,4400,0,3.49E+04,0,-1.30E+04,0,-5.05E+06,0,5,799.152,0.270465,0.6603611783,70.08679723
,176190,77,16:02:55,27.35059296,67.25241587,0.929338,32.44758413,202.9339841,62997.60376,176190,18.44997668,2.399982509,176190,0.002908158655,808.0169924,,176190,4400,35300,-9000,-5050000,,,,,75,75,0,46.1734,20.5503,100.317,37.9041,0.964975,0.264412,28.911,0.13,199.397,1.31E-01,106360,47343.2,175892,1.41421,18.45,0,2.39998,0,0.00213014,4.86E-05,4400,0,3.51E+04,0,-9.00E+03,0,-4.45E+06,0,5,799.945,0.347834,0.3250360492,308.6334585
,176189,77,16:02:53,43.584094,104.5406825,1.034618,32.81931746,203.3057175,100393.2019,176189,18.44997668,2.399982509,176189,0.006013547173,808.0029772,,176189,4400,35100,23000,-5350000,,,,,76,75,0,31.0922,7.71238,74.4491,16.389,0.816268,0.153396,28.8629,0.15,199.349,1.46E-01,71617.8,17767.6,175887,1.41421,18.45,0,2.39998,0,0.00622576,0.000147625,4400,0,3.46E+04,0,1.10E+04,0,-4.15E+06,0,5,799.868,0.0607671,0.9499828337,78.36888979
,176188,77,16:02:50,31.02479856,79.24524127,1.023802,32.63475873,203.1211587,71461.73064,176188,18.44997668,2.399982509,176188,0.005912504824,807.5822751,,176188,4400,35100,23000,-5350000,,,,,77,75,0,17.6093,7.40188,45.9222,16.8036,0.60029,0.0423851,28.7458,0.09,199.232,8.80E-02,40557.2,17051.5,175882,1.41421,18.45,0,2.39998,0,0.00563379,0.000118109,4400,0,3.47E+04,0,2.70E+04,0,-5.05E+06,0,5,802.715,0.217992,0.859654691,53.41935603
,176187,77,16:02:48,17.92480144,51.18435873,0.607282,32.51564127,203.0020413,41283.08816,176187,18.44997668,2.399982509,176187,0.005903841457,807.7416496,,176187,4400,35100,23000,-5350000,,,,,78,75,0,35.5273,10.211,80.4548,18.4573,0.881543,0.18128,28.6732,0.06,199.16,6.19E-02,81834.7,23523.3,175877,1.41421,18.45,0,2.39998,0,0.00229338,5.76E-05,4400,0,3.54E+04,0,-1.30E+04,0,-5.05E+06,0,5,806.978,0.191403,0.3499446865,229.9071914
,176186,77,16:02:45,20.66255724,47.47201905,0.6877,32.66798095,203.154381,47587.88987,176186,18.44997668,2.399982509,176186,0.005967482391,807.9834628,,176186,4400,35100,23000,-5350000,,,,,79,75,0,21.9018,10.37,53.7082,20.084,0.833284,0.124367,28.6038,0.09,199.09,8.83E-02,50445.7,23889.2,175872,1.41421,18.45,0,2.39998,0,0.00457549,0.000157536,4400,0,3.46E+04,0,-1.30E+04,0,-4.75E+06,0,5,798.919,0.283179,0.6981696943,76.92714313
,176185,77,16:02:43,24.71300838,64.74711429,0.740212,32.41288571,202.8992857,56921.3642,176185,18.44997668,2.399982509,176185,0.005752205725,807.7765375,,176185,4400,35100,23000,-5350000,,,,,80,75,0,14.1764,1.87981,40.5832,3.61989,0.646874,0.0274607,28.5528,0.07,199.039,6.81E-02,32648.3,4330.09,175867,1.41421,18.45,0,2.39998,0,0.0047076,0.000168366,4400,0,3.46E+04,0,-1.00E+03,0,-4.45E+06,0,5,799.334,0.340807,0.7183282343,56.49673514
,176184,77,16:02:40,31.71470069,71.36982222,0.611258,32.65017778,203.1365778,73050.39058,176184,18.44997668,2.399982509,176184,0.003528270608,805.4735364,,176184,4400,35400,-9000,-5350000,,,,,81,75,0,29.688,7.32578,69.9385,13.9942,0.846039,0.191501,28.5295,0.02,199.016,2.48E-02,68382.7,16876.7,175862,1.41421,18.45,0.00E+00,2.39998,0.00E+00,0.0052984,0.000170523,4400,0,3.52E+04,0,1.10E+04,0,-5.05E+06,0,5,799.915,0.153668,0.8084778479,86.50638998
,176183,77,16:02:38,32.74506453,75.74010794,0.83525,32.63989206,203.1262921,75424.44858,176183,18.44997668,2.399982509,176183,0.003668362971,804.6077179,,176183,4400,35400,-9000,-5350000,,,,,82,75,0,15.5397,2.62311,44.3006,4.41824,0.676546,0.184694,28.4154,0.07,198.902,7.24E-02,35789.3,6042.92,175857,1.41421,18.45,0,2.39998,0.00E+00,0.00608907,5.42E-05,4400,0,3.46E+04,0,2.70E+04,0,-4.75E+06,0,5,799.619,0.146519,0.9291254358,47.67989153
,176182,77,16:02:35,32.88342872,81.07137143,0.98645,32.42862857,202.9150286,75742.4784,176182,18.44997668,2.399982509,176182,0.003738415571,805.1450136,,176182,4400,35400,-9000,-5350000,,,,,83,75,0,29.8714,11.5335,68.0899,20.6018,0.789068,0.188047,28.4261,0.07,198.913,7.15E-02,68805.7,26570.3,175852,1.41421,18.45,0,2.39998,0,0.00395123,7.87E-05,4400,0,3.54E+04,0,-5.00E+03,0,-5.35E+06,0,5,802.641,0.133772,0.6029144509,112.9345961
,176181,77,16:02:33,26.64615193,67.2012127,0.711482,32.3587873,202.8451873,61376.43284,176181,18.44997668,2.399982509,176181,0.003577464502,805.3127668,,176181,4400,35400,-9000,-5350000,,,,,84,75,0,33.5286,10.7826,76.0548,18.3237,0.990479,0.0693489,28.4252,0.06,198.912,5.63E-02,77230,24840.1,175847,1.41421,18.45,0,2.39998,0,0.00315708,4.63E-05,4400,0,3.52E+04,0,-5.00E+03,0,-4.75E+06,0,5,807.274,0.192965,0.4817358531,157.8765614
,176180,77,16:02:30,20.28462917,50.10973333,0.6457,32.21026667,202.6966667,46718.31587,176180,18.44997668,2.399982509,176180,0.003681382456,805.7194687,,176180,4400,35400,-9000,-5350000,,,,,85,75,0,29.0633,13.2744,67.5458,25.3733,0.929713,0.160576,28.2182,0.08,198.705,8.05E-02,66944.1,30580.3,175842,1.41421,18.45,0.00E+00,2.39998,0.00E+00,0.00377887,0.000105425,4400,0,3.49E+04,0,-9.00E+03,0,-4.75E+06,0,5,798.609,0.12656,0.5766142015,117.1421027
,176179,77,16:02:28,45.3808253,97.80164127,1.06745,32.45835873,202.9447587,104534.4598,176179,18.44997668,2.399982509,176179,0.003532637071,805.1667146,,176179,4400,35100,-13000,-5050000,,,,,86,75,0,37.8633,8.23921,83.0512,13.3972,0.872918,0.14303,28.2888,0.05,198.775,5.41E-02,87216.4,18980.9,175837,1.41421,18.45,0,2.39998,0,0.00325454,6.82E-05,4400,0,3.54E+04,0,-5.00E+03,0,-5.05E+06,0,5,798.977,0.329785,0.4966071824,167.2372107
,176178,77,16:02:25,22.2602629,55.44404762,0.629348,32.37595238,202.8623524,51273.06167,176178,18.44997668,2.399982509,176178,0.003222246353,805.5958366,,176178,4400,35100,-13000,-5050000,,,,,87,75,0,10.1406,2.35887,31.9026,6.01594,0.578794,0.0610671,28.0414,0.07,198.528,7.24E-02,23351.3,5434.27,175832,1.41421,18.45,0,2.39998,0,0.00527855,0.000164248,4400,0,3.44E+04,0,3.00E+03,0,-5.05E+06,0,5,799.401,0.240297,0.8054489551,39.60846904
,176177,77,16:02:23,51.10770035,121.3365111,0.952468,32.34348889,202.8298889,117727.1551,176177,18.44997668,2.399982509,176177,0.00346631937,805.3824362,,176177,4400,35100,-13000,-5050000,,,,,88,75,0,35.1464,8.60531,80.119,17.8563,0.928946,0.140997,28.121,0.06,198.607,5.84E-02,80958.1,19823.8,175827,1.41421,18.45,0,2.39998,0,0.00270456,5.40E-05,4400,0,3.52E+04,0,-1.70E+04,0,-5.05E+06,0,5,799.244,0.196098,0.412686254,194.1402196
,176176,77,16:02:20,13.73362956,39.11324762,0.65605,32.44675238,202.9331524,31628.54927,176176,18.44997668,2.399982509,176176,0.003466281669,802.8798767,,176176,4400,35100,-13000,-5050000,,,,,89,75,0,31.7076,8.84323,75.0232,15.1796,0.91509,0.143612,28.1488,0.06,198.635,6.38E-02,73035.4,20372.2,175822,1.41421,18.45,0,2.39998,0,0.00395665,0.000122962,4400,0,3.54E+04,0,3.00E+03,0,-5.05E+06,0,5,802.762,0.238668,0.6037414836,124.2637818
,176175,77,16:02:18,20.77365828,54.71733016,0.63545,32.36266984,202.8490698,47845.88136,176175,18.44997668,2.399982509,176175,0.003475856462,802.9381784,,176175,4400,35100,-13000,-5050000,,,,,90,75,0,37.3563,13.6698,86.6282,25.356,0.955159,0.0997477,28.0478,0.09,198.534,9.26E-02,86049,31492,175817,1.41421,18.45,0.00E+00,2.39998,0.00E+00,0.00540195,0.000141314,4400,0,3.49E+04,0,1.50E+04,0,-4.15E+06,0,5,807.042,0.308409,0.8242784445,105.0957969
,176174,77,16:02:15,11.95114266,35.54110794,0.627322,32.35889206,202.8452921,27521.21158,176174,18.44997668,2.399982509,176174,0.004450267621,802.7158408,,176174,4400,35000,-17000,-5350000,,,,,91,75,0,27.24,6.5067,65.7315,14.28,0.932812,0.144502,27.9285,0.09,198.415,8.93E-02,62743.8,14989.2,175812,1.41421,18.45,0.00E+00,2.39998,0.00E+00,0.00553765,0.000155706,4400,0,3.54E+04,0,2.70E+04,0,-5.05E+06,0,5,798.406,0.152092,0.8449847792,77.79015861
,176173,77,16:02:13,39.75831349,94.0481746,0.975922,32.4118254,202.8982254,91581.61611,176173,18.44997668,2.399982509,176173,0.004306200022,802.8086265,,176173,4400,35000,-17000,-5350000,,,,,92,75,0,14.1098,5.94649,37.1799,12.3645,0.687063,0.182578,27.7641,0.12,198.251,1.19E-01,32495.3,13698.5,175807,1.41421,18.45,0,2.39998,0.00E+00,0.00478858,1.50E-04,4400,0,3.45E+04,0,3.00E+03,0,-4.45E+06,0,5,799.027,0.25396,0.730684896,50.88363015
,176172,77,16:02:10,15.24819747,43.10817143,0.664402,32.33182857,202.8182286,35116.4888,176172,18.44997668,2.399982509,176172,0.004405115543,802.4720706,,176172,4400,35000,-17000,-5350000,,,,,93,75,0,27.0968,7.08947,65.3474,14.5284,0.790264,0.236219,27.8006,0.09,198.287,8.99E-02,62413.7,16332.4,175802,1.41421,18.45,0.00E+00,2.39998,0.00E+00,0.00221511,3.70E-05,4400,0,3.51E+04,0,-9.00E+03,0,-4.15E+06,0,5,799.011,0.262698,0.3380015411,193.3346214
,176171,77,16:02:08,20.28777659,57.44867937,0.965458,32.39132063,202.8777206,46727.90858,176171,18.44997668,2.399982509,176171,0.004300249412,802.1043368,,176171,4400,35000,-17000,-5350000,,,,,94,75,0,22.785,6.18745,56.7383,13.5008,0.772183,0.157979,27.7897,0.08,198.276,7.68E-02,52479.8,14254.5,175797,1.41421,18.45,0,2.39998,0,0.00434563,8.34E-05,4400,0,3.53E+04,0,2.30E+04,0,-4.15E+06,0,5,799.543,0.108981,0.6630955742,85.56579506
,176170,76,16:02:05,56.2295433,126.3800381,0.955058,32.1199619,202.6063619,129527.3877,176170,18.44997668,2.399982509,176170,0.004383777631,802.262947,,176170,4400,35000,-17000,-5350000,,,,,95,75,0,33.6406,2.10121,78.6738,5.56457,1.00714,0.04298,27.6742,0.10,198.161,9.64E-02,77488.5,4839.99,175792,1.41421,18.45,0,2.39998,0,0.0049812,9.67E-05,4400,0,3.49E+04,0,1.10E+04,0,-4.15E+06,0,5,802.94,0.130754,0.7600765997,103.5077254
,176169,76,16:02:03,35.81029454,79.86378413,1.034618,32.55621587,203.0426159,82485.72484,176169,18.44997668,2.399982509,176169,0.004303962994,802.0957341,,176169,4400,34800,3000,-4150000,,,,,96,75,0,16.2382,5.85455,45.7725,11.5519,0.639919,0.145284,27.5795,0.07,198.066,7.08E-02,37399,13487.7,175787,1.41421,18.45,0,2.39998,0.00E+00,0.00515213,1.77E-04,4400,0,3.44E+04,0,-2.10E+04,0,-5.05E+06,0,5,806.241,0.326053,0.7861586468,58.22298105
,176168,76,16:02:00,49.39196815,112.5788952,0.955058,32.18110476,202.6675048,113773.1057,176168,18.44997668,2.399982509,176168,0.004496743084,803.6249063,,176168,4400,34800,3000,-4150000,,,,,97,75,0,19.3777,2.45653,50.7303,5.73694,0.621089,0.0460299,27.5017,0.07,197.988,6.75E-02,44631.2,5658.65,175782,1.41421,18.45,0.00E+00,2.39998,0.00E+00,0.00209059,4.41E-05,4400,0,3.52E+04,0,-1.70E+04,0,-4.45E+06,0,5,797.788,0.191147,0.319001152,159.0285793
,176167,76,16:01:58,42.29445223,91.47734286,0.724658,32.44265714,202.9290571,97422.7806,176167,18.44997668,2.399982509,176167,0.004523944008,804.2206968,,176167,4400,34800,3000,-4150000,,,,,98,75,0,10.9003,3.28354,34.5451,7.38317,0.600484,0.0447967,27.5229,0.13,198.009,1.29E-01,25101.9,7564.52,175777,1.41421,18.45,0.00E+00,2.39998,0.00E+00,0.00512331,6.95E-05,4400,0,3.45E+04,0,7.00E+03,0,-5.05E+06,0,5,798.531,0.318455,0.7817610303,44.18882326
,176166,76,16:01:55,40.21831543,87.61143175,1.01305,32.30856825,202.7949683,92639.65731,176166,18.44997668,2.399982509,176166,0.004338083018,803.926951,,176166,4400,34800,3000,-4150000,,,,,99,75,0,19.7722,4.54139,52.4677,8.90086,0.642145,0.0350262,27.4643,0.09,197.951,8.74E-02,45540,10461.7,175772,1.41421,18.45,0.00E+00,2.39998,0.00E+00,0.00485933,0.000168639,4400,0,3.52E+04,0,3.00E+03,0,-5.35E+06,0,5,798.514,0.237548,0.7414805716,70.7607212
,176165,76,16:01:53,49.48369692,110.7692698,1.045498,32.45073016,202.9371302,113985.4084,176165,18.44997668,2.399982509,176165,0.004561553196,803.7269365,,176165,4400,34800,3000,-4150000,,,,,100,75,0,29.7968,10.4092,73.2726,22.5667,0.870078,0.205848,27.3674,0.09,197.854,9.11E-02,68633.5,23979.6,175767,1.41421,18.45,0,2.39998,0,0.00219645,5.05E-05,4400,0,3.53E+04,0,-1.00E+03,0,-4.45E+06,0,5,799.878,0.189869,0.3351542294,218.6235278
